recipe_id,url,doi,source_Bi,source_Bi_amount,source_Fe,source_Fe_amount,bi_fe_ratio,separate_hydrolysis,solvent1,solvent1_amount_ml,solvent2,solvent2_amount_ml,solv1_solv2_ratio,chelating_agent1,chelating_agent1_amount_ml,chelating_agent2,chelating_agent2_amount_ml,chelating_agent3,chelating_agent3_amount_ml,solv_chel_ratio,dehydrating_agent1,dehydrating_agent1_amount_ml,dehydrating_agent2,dehydrating_agent2_amount,solv_dehydr_ratio,surfactant,surfactant_amount,solv_surfactant_ratio,precursor_concentration,pH,substrate,subtrate_orientation,stirring_time_hr,stirring_temp_degC,age_days,age_temp_degC,low_coating_time_sec,low_coating_rpm,high_coating_time_sec,high_coating_rpm,dry_time_min,dry_degC,layer_prebake_time_min,layer_prebake_degC,layer_annealing_time_min,layer_annealing_degC,layers,final_prebake_time_min,final_prebake_degC,final_annealing_time_hr,final_annealing_degC,atmosphere,reported_impurities,space_group,main_XRD_peaks,thin_film_thickness_nm,Bi(NO3)3-5H2O,Fe(NO3)3-9H2O,Bi2O3,Bi_acetate,Fe_acetate,Fe_acetylacetonate,Fe_pentanedionate,Fe_citrate,separate_hydrolysis,2-methoxyethanol,ethylene_glycol,poly_EG,methylethylene_glycol,trimethylene_glycol,acetic_acid,glacial_acetic_acid,nitric_acid,citric_acid,acetic_anhydride,EG_acetic_ratio,ethanol,ethanolamine,diethanolamine,ethylenediamine,acetone,acetylacetone,ammonium_hydroxide,PEO-PPO-PEO,PVP,DMF,formamide,water,blank,validation_KC,validation_VB,Validation_Notes,Extraction_Notes,
129,https://pubs.rsc.org/en/content/articlehtml/2021/tc/d0tc04304d,10.1039/d0tc04304d,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,,,2_methoxyethanol,,,,,acetic_acid,,,,,,,,,,,,,,,0.25,,STO,STO(001),,,1,55,,,40,6000,,,,,30,650,5,,,,,O2,[],,"(001), (002), (003)",100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,"Have drying and prebaking, but don't mention parameters. Perovskite structure.","prebake mentioned, but not specific temp… also unspecific annealing temperature",
130,https://www.sciencedirect.com/science/article/pii/S0022369721000524,10.1016/j.jpcs.2021.109986,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,,,,,,,,nitric_acid,,,,,,,,,,,,,,,0.1,,Si/SRO,Si(100),3,55,,,15,1500,,,,,10,200,,,,,,1,550,N2,[],,"(-110), (111)",100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,rhombohedral phase,no impurity discussion ,
131,https://link.springer.com/article/10.1007/s10971-021-05489-y,10.1007/s10971-021-05489-y,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.04,,,,,,,nitric_acid,,citric_acid,,,,,,,,,,ethanolamine,,,0.5,,glass/FTO,,,,,,,,15,4000,10,85,,,10,550,14,,,0.5,550,air,[],R3c,,840,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Completed,,,
132,,10.1007/s10971-021-05489-y,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.04,,2_methoxyethanol,,,,,acetic_acid,,citric_acid,,,,3,acetic_acid_glacial,,,,,ethanolamine,,,0.5,,glass/FTO,,,,,,,,15,4000,10,85,,,10,550,14,,,0.5,550,air,[],R3c,,770,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Completed,,,
133,https://www.sciencedirect.com/science/article/pii/S0921452620303306,10.1016/j.physb.2020.412317,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,,,ethylene_glycol,,,,,,,,,,acetic_anhydride,,,,3,,,,0.3,,FTO,,2.5,,1,,12,1000,30,4000,10,200,,,,,15,,,0.16666667,500,air,['Bi2Fe4O9'],R3c,"(012), (104), (110)",600,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,"Mention that one layer is 40 nm, have 15 layers --> calculated thickness","EG:AA = 3:1, impurity diminishes with doping",
134,https://www.tandfonline.com/doi/full/10.1080/00150193.2020.1713344,10.1080/00150193.2020.1713344,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.02,,2_methoxyethanol,1,,,,acetic_acid,,,,,,,acetic_acid_glacial,8,,,0.125,,,,0.16,,Pt/Ti/SiO2/Si,Si(100),0.5,80,,,,,30,5000,5,200,10,300,,,several,,,40,600,air,['Bi2O3'],,,500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,only paper with post-annealing?,"initially 1:5 MOE:AA, then 3 mL AA added later, post annealing step in O2 for 5hrs",
135,,10.1080/00150193.2020.1713344,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,0.98,,2_methoxyethanol,,,,,acetic_acid,,,,,,,acetic_acid_glacial,8,,,0.125,,,,0.16,,Pt/Ti/SiO2/Si,Si(100),0.5,80,,,,,30,5000,5,200,10,360,,,several,,,30,640,air,['Bi2Fe4O9'],,,500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,only paper with post-annealing?,"initially 1:5 MOE:AA, then 3 mL AA added later, post annealing step in O2 for 1hr",
136,,10.1080/00150193.2020.1713344,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetic_acid,,,,,,,acetic_acid_glacial,8,,,0.125,,,,0.16,,Pt/Ti/SiO2/Si,Si(100),0.5,80,,,,,30,5000,5,200,60,300,,,several,,,40,600,air,[],,,500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,only paper with post-annealing?,"initially 1:5 MOE:AA, then 3 mL AA added later",
137,,10.1080/00150193.2020.1713344,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetic_acid,,,,,,,acetic_acid_glacial,8,,,0.125,,,,0.16,,Pt/Ti/SiO2/Si,Si(100),0.5,80,,,,,30,5000,5,200,60,300,,,several,,,40,600,air,[],,,500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,only paper with post-annealing?,"initially 1:5 MOE:AA, then 3 mL AA added later, post annealing step in O2 for 5hrs",
138,https://pubs.rsc.org/en/content/articlehtml/2019/ra/c9ra05914h,10.1039/c9ra05914h,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,,,,,,,,,,,,acetic_anhydride,,,,,,,,0.3,,Pt/Ti/SiO2/Si,,2,,,,,,30,4000,,,3,450,5,600,several,,,,,air,[],,"(010), (110), (-110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,rhombohedral perovskite structure with (111) orientation,,
139,https://www.worldscientific.com/doi/epdf/10.1142/S0218625X18501664,10.1142/S0218625X18501664,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,,,,,,,,,,,acetic_anhydride,,,,,,,,0.3,,Pt/Ti/SiO2/Si,,,25,,,,,20,4000,,,,,,500,several,,,,,air,[],R3c,"(012), (110), (006), (202)",500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,,"stirred ""until transparent""",
140,https://www.tandfonline.com/doi/full/10.1080/00150193.2018.1528935,10.1080/00150193.2018.1528935,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,ethylene_glycol,,2,,,,,,,,acetic_anhydride,,,,,ethanolamine,,,,,Pt/Ti/SiO2/Si,,1,60,,,2,500,30,4500,,,10,220,,,5,10,380,0.16666667,500,air,"['Bi2O2.33', 'Bi25FeO40']",R3m,"(010), (110), (-110)",350,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Completed,,,
141,,10.1080/00150193.2018.1528935,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,ethylene_glycol,,2,,,,,,,,acetic_anhydride,,,,,ethanolamine,,,,,Pt/Ti/SiO2/Si,,1,60,,,2,500,30,4500,,,10,220,,,5,10,380,0.16666667,550,air,"['Bi2O2.33', 'Bi25FeO40']",R3m,"(010), (110), (-110)",350,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Completed,,,
142,,10.1080/00150193.2018.1528935,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,ethylene_glycol,,2,,,,,,,,acetic_anhydride,,,,,ethanolamine,,,,,Pt/Ti/SiO2/Si,,1,60,,,2,500,30,4500,,,10,220,,,5,10,380,0.16666667,600,air,['Bi2O2.33'],R3m,"(010), (110), (-110)",350,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Completed,,,
143,https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/mnl.2017.0554,10.1049/mnl.2017.0554,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,,,ethylene_glycol,,,acetic_acid,,acetylacetone,,,,,acetic_acid_glacial,,,,,,,,0.3,,glass/ITO,,,,,,,,30,3500,3,200,3,350,5,500,15,,,,,air,[],R3c,"(012), (104), (110)",800,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,,repeated annealing,
144,https://www.sciencedirect.com/science/article/pii/S0925838817337593,10.1016/j.jallcom.2017.11.014,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,,,ethylene_glycol,,,acetic_acid,,acetylacetone,,,,,acetic_acid_glacial,,,,,,,,0.3,,glass/ITO,,,,,,,,30,3500,3,200,3,350,5,500,15,,,,,air,[],R3c,"(012), (104), (110)",750,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Completed,,,
145,https://www.sciencedirect.com/science/article/pii/S092583882031286X,10.1016/j.jallcom.2020.154923,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,,,,,ethylene_glycol,,,,,,,,,,,,,,,,,,,,glass/FTO,,1,40,,,,,60,3000,3,100,5,350,,,,,,0.08333333,750,air,[],R3c,"(012), (104), (110)",280,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Completed,,hexahydrate for iron,
146,https://aip.scitation.org/doi/10.1063/1.3699021,10.1063/1.3699021,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,,,,,,,,acetic_acid_glacial,,,,,,,,0.2,,glass/ITO,,,,,,,,24,3500,,,5,300,,,several,,,0.75,550,N2,['Bi2Fe4O7'],R3c,"(102),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"Start miscellaneous finds; this DOI in BFO dataset, but missed for dataframe due to bad temp parsing; 500nm thickness; 300 5min pyrolyzing for each layer; glass for BFO, ITO for BFMO?; Mn doping",
147,https://aip.scitation.org/doi/10.1063/1.3699021,10.1063/1.3699021,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.02,,2_methoxyethanol,,,,,,,,,,,,acetic_acid_glacial,,,,,,,,0.2,,glass/ITO,,,,,,,,24,3500,,,5,300,,,several,,,0.75,550,N2,['Bi2Fe4O9'],R3c,"(102),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"Start miscellaneous finds; this DOI in BFO dataset, but missed for dataframe due to bad temp parsing; 500nm thickness; 300 5min pyrolyzing for each layer; glass for BFO, ITO for BFMO?; Mn doping",
148,https://aip.scitation.org/doi/10.1063/1.3699021,10.1063/1.3699021,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,,,,,,,,,,,acetic_acid_glacial,,,,,,,,0.2,,glass/ITO,,,,,,,,24,3500,,,5,300,,,several,,,0.75,550,N2,[],R3c,"(102),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"Start miscellaneous finds; this DOI in BFO dataset, but missed for dataframe due to bad temp parsing; 500nm thickness; 300 5min pyrolyzing for each layer; glass for BFO, ITO for BFMO?; Mn doping",
149,https://aip.scitation.org/doi/10.1063/1.3699021,10.1063/1.3699021,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,,,,,,,,acetic_acid_glacial,,,,,,,,0.2,,glass/ITO,,,,,,,,24,3500,,,5,300,,,several,,,0.75,550,N2,[],R3c,"(102),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"Start miscellaneous finds; this DOI in BFO dataset, but missed for dataframe due to bad temp parsing; 500nm thickness; 300 5min pyrolyzing for each layer; glass for BFO, ITO for BFMO?; Mn doping",
150,https://aip.scitation.org/doi/10.1063/1.3699021,10.1063/1.3699021,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,,,,,,,,,,,,acetic_acid_glacial,,,,,,,,0.2,,glass/ITO,,,,,,,,24,3500,,,5,300,,,several,,,0.75,550,N2,[],R3c,"(102),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"Start miscellaneous finds; this DOI in BFO dataset, but missed for dataframe due to bad temp parsing; 500nm thickness; 300 5min pyrolyzing for each layer; glass for BFO, ITO for BFMO?; Mn doping",
151,https://aip.scitation.org/doi/10.1063/1.3699021,10.1063/1.3699021,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.15,,2_methoxyethanol,,,,,,,,,,,,acetic_acid_glacial,,,,,,,,0.2,,glass/ITO,,,,,,,,24,3500,,,5,300,,,several,,,0.75,550,N2,['Bi2O3'],R3c,"(102),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"Start miscellaneous finds; this DOI in BFO dataset, but missed for dataframe due to bad temp parsing; 500nm thickness; 300 5min pyrolyzing for each layer; glass for BFO, ITO for BFMO?; Mn doping",
152,https://www.sciencedirect.com/science/article/pii/S074960361830702X,10.1016/j.spmi.2018.05.008,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.03,,2_methoxyethanol,10,,,,,,,,,,,,,,,,,,,0.3,,,,,80,1,25,,,30,3000,,,5,350,,,2,,,3,450,air,[],,"(100),(012)",70,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,XRD looks somewhat sus (small peak around 28?),"stirred ""until transparent""",
153,https://link.springer.com/article/10.1007/s10854-017-7684-x,10.1007/s10854-017-7684-x,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,,,ethylene_glycol,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1000,30,4000,,,6,350,,,8,,,1,500,air,[],R3c,"(012),(104),(110)",452,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,,
154,https://link.springer.com/article/10.1007/s10854-017-7720-x,10.1007/s10854-017-7720-x,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,,,,,,,,,,,acetic_anhydride,,,,,,,,0.1,,,,3,25,,,,,20,3500,,,10,350,,,15,,,0.25,600,air,['Bi2Fe4O9'],R3c,"(012),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,,
155,https://link.springer.com/article/10.1007/s10854-017-7608-9,10.1007/s10854-017-7608-9,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,ethylene_glycol,,,,,,,,,,acetic_anhydride,,,,,,,,0.25,,Pt/TiO2/SiO2/Si,"Pt(111),Si(100)",3,,,,,,30,3000,,,10,350,,,several,,,0.5,550,,[],R3c,"(012),(104),(110)",,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,,
156,https://www.sciencedirect.com/science/article/pii/S0025540816304664,10.1016/j.materresbull.2017.07.046,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2500,,,10,250,,,several,,,0.5,550,,[],R3c,"(012),(110)",275,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,no explicit phase purity discussion,
157,https://link.springer.com/article/10.1007/s10854-017-7366-8,10.1007/s10854-017-7366-8,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,,,ethylene_glycol,,,,,,,acetylacetone,,,,,acetic_acid_glacial,,,,,,,,0.3,,,,,,,,,,30,4000,3,200,3,350,5,500,15,,,,,air,[],R3c,"(012),(104),(110)",,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,completed,,,,
158,https://pubs.rsc.org/en/content/articlelanding/2017/cp/c7cp01842h,10.1039/c7cp01842h,bi_nitrate_pentahydrate,,fe_acetylacetonate,,1.05,,trimethylene_glycol,,,,,,,,,,,,acetic_acid_glacial,,,,4,,,,0.125,,Pt/TiO2/SiO2/Si,Si(100),12,25,,,,,45,2500,,,1,350,1,500,10,,,,,,['Bi2Fe4O9'],R3c,"(012),(104),(110)",,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,"Assuming only glacial acetic acid was used, as opposed to acetic acid; also includes heating rate study",showed difference in phase purity when IrO2 or LNO substrate was used,
159,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,3,,,2,500,air,[],,"(100),(110),(211)",200,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,"Looks like there could be a small Bi2Fe4O9 peak, unmarked though",150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
160,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,5,,,2,500,air,[],,"(100),(110),(211)",320,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,"Looks like there could be a small Bi2Fe4O9 peak, unmarked though",150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
161,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,7,,,2,500,air,[],,"(100),(110),(211)",450,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,"Looks like there could be a small Bi2Fe4O9 peak, unmarked though",150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
162,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,9,,,2,500,air,[],,"(100),(110),(211)",540,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,"Looks like there could be a small Bi2Fe4O9 peak, unmarked though",150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
163,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,3,,,2,600,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(110)",200,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
164,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,5,,,2,600,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(110)",320,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
165,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,7,,,2,600,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(110)",450,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
166,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,9,,,2,600,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(110),(200)",540,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
167,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,3,,,2,700,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(211)",200,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
168,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,5,,,2,700,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(211)",320,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
169,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,7,,,2,700,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(211)",450,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
170,https://ars.els-cdn.com/content/image/1-s2.0-S0272884216000894-gr1_lrg.jpg,10.1016/j.ceramint.2016.01.058,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,ethylene_glycol,,,,,citric_acid,,nitric_acid,,ammonium_hydroxide,,4,,,,,,,,,,7,Pt/Ti/SiO2/Si,,,150,,,,,30,3000,,,2,200,,,9,,,2,700,air,"['Bi2Fe4O9', 'Bi25FeO39']",,"(100),(211)",540,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,completed,,,150C evaportation; looks like there's a Bi2Fe4O9 peak around 27 degrees? ,
